date,Temperature,Humidity,Light,CO2,Occupancy,Ora,day,hour,absH,weekend,out_of_turn
2015-02-04 17:51:00,23.18,27.272,426.0,721.25,1,2,4,17:51:00,17,0.0,1.0
2015-02-04 17:51:59,23.15,27.2675,429.5,714.0,1,2,4,17:51:59,17,0.0,1.0
2015-02-04 17:53:00,23.15,27.245,426.0,713.5,1,2,4,17:53:00,17,0.0,1.0
2015-02-04 17:54:00,23.15,27.2,426.0,708.25,1,2,4,17:54:00,17,0.0,1.0
2015-02-04 17:55:00,23.1,27.2,426.0,704.5,1,2,4,17:55:00,17,0.0,1.0
2015-02-04 17:55:59,23.1,27.2,419.0,701.0,1,2,4,17:55:59,17,0.0,1.0
2015-02-04 17:57:00,23.1,27.2,419.0,701.666666666667,1,2,4,17:57:00,17,0.0,1.0
2015-02-04 17:57:59,23.1,27.2,419.0,699.0,1,2,4,17:57:59,17,0.0,1.0
2015-02-04 17:58:59,23.1,27.2,419.0,689.333333333333,1,2,4,17:58:59,17,0.0,1.0
2015-02-04 18:00:00,23.075,27.175,419.0,688.0,1,2,4,18:00:00,18,0.0,1.0
2015-02-04 18:01:00,23.075,27.15,419.0,690.25,1,2,4,18:01:00,18,0.0,1.0
2015-02-04 18:02:00,23.1,27.1,419.0,691.0,1,2,4,18:02:00,18,0.0,1.0
2015-02-04 18:03:00,23.1,27.1666666666667,419.0,683.5,1,2,4,18:03:00,18,0.0,1.0
2015-02-04 18:04:00,23.05,27.15,419.0,687.5,1,2,4,18:04:00,18,0.0,1.0
2015-02-04 18:04:59,23.0,27.125,419.0,686.0,1,2,4,18:04:59,18,0.0,1.0
2015-02-04 18:06:00,23.0,27.125,418.5,680.5,1,2,4,18:06:00,18,0.0,1.0
2015-02-04 18:07:00,23.0,27.2,0.0,681.5,0,2,4,18:07:00,18,0.0,1.0
2015-02-04 18:08:00,22.945,27.29,0.0,685.0,0,2,4,18:08:00,18,0.0,1.0
2015-02-04 18:08:59,22.945,27.39,0.0,685.0,0,2,4,18:08:59,18,0.0,1.0
2015-02-04 18:10:00,22.89,27.39,0.0,689.0,0,2,4,18:10:00,18,0.0,1.0
2015-02-04 18:10:59,22.89,27.39,0.0,689.5,0,2,4,18:10:59,18,0.0,1.0
2015-02-04 18:11:59,22.89,27.39,0.0,689.0,0,2,4,18:11:59,18,0.0,1.0
2015-02-04 18:13:00,22.89,27.445,0.0,691.0,0,2,4,18:13:00,18,0.0,1.0
2015-02-04 18:14:00,22.89,27.5,0.0,688.0,0,2,4,18:14:00,18,0.0,1.0
2015-02-04 18:15:00,22.89,27.5,0.0,689.5,0,2,4,18:15:00,18,0.0,1.0
2015-02-04 18:16:00,22.79,27.445,0.0,689.0,0,2,4,18:16:00,18,0.0,1.0
2015-02-04 18:16:59,22.79,27.5,0.0,685.666666666667,0,2,4,18:16:59,18,0.0,1.0
2015-02-04 18:17:59,22.79,27.5,0.0,687.0,0,2,4,18:17:59,18,0.0,1.0
2015-02-04 18:19:00,22.79,27.5,0.0,688.0,0,2,4,18:19:00,18,0.0,1.0
2015-02-04 18:20:00,22.745,27.5,0.0,670.0,0,2,4,18:20:00,18,0.0,1.0
2015-02-04 18:21:00,22.7,27.463333333333303,0.0,668.666666666667,0,2,4,18:21:00,18,0.0,1.0
2015-02-04 18:22:00,22.7,27.5,0.0,670.0,0,2,4,18:22:00,18,0.0,1.0
2015-02-04 18:23:00,22.7,27.5,0.0,667.0,0,2,4,18:23:00,18,0.0,1.0
2015-02-04 18:23:59,22.6666666666667,27.426666666666698,0.0,664.5,0,2,4,18:23:59,18,0.0,1.0
2015-02-04 18:24:59,22.7,27.6,0.0,670.0,0,2,4,18:24:59,18,0.0,1.0
2015-02-04 18:26:00,22.6,27.426666666666698,0.0,670.333333333333,0,2,4,18:26:00,18,0.0,1.0
2015-02-04 18:27:00,22.6,27.39,0.0,672.0,0,2,4,18:27:00,18,0.0,1.0
2015-02-04 18:28:00,22.6,27.356666666666698,0.0,658.0,0,2,4,18:28:00,18,0.0,1.0
2015-02-04 18:29:00,22.6,27.445,0.0,660.5,0,2,4,18:29:00,18,0.0,1.0
2015-02-04 18:29:59,22.6,27.426666666666698,0.0,658.0,0,2,4,18:29:59,18,0.0,1.0
2015-02-04 18:30:59,22.6,27.445,0.0,655.0,0,2,4,18:30:59,18,0.0,1.0
2015-02-04 18:32:00,22.6,27.445,0.0,654.25,0,2,4,18:32:00,18,0.0,1.0
2015-02-04 18:33:00,22.6,27.39,0.0,648.0,0,2,4,18:33:00,18,0.0,1.0
2015-02-04 18:34:00,22.5,27.323333333333302,0.0,648.666666666667,0,2,4,18:34:00,18,0.0,1.0
2015-02-04 18:35:00,22.5,27.445,0.0,646.0,0,2,4,18:35:00,18,0.0,1.0
2015-02-04 18:36:00,22.5,27.5,0.0,646.0,0,2,4,18:36:00,18,0.0,1.0
2015-02-04 18:36:59,22.5,27.445,0.0,641.5,0,2,4,18:36:59,18,0.0,1.0
2015-02-04 18:38:00,22.39,27.29,0.0,639.0,0,2,4,18:38:00,18,0.0,1.0
2015-02-04 18:39:00,22.5,27.5,0.0,640.0,0,2,4,18:39:00,18,0.0,1.0
2015-02-04 18:40:00,22.39,27.34,0.0,630.5,0,2,4,18:40:00,18,0.0,1.0
2015-02-04 18:40:59,22.39,27.356666666666698,0.0,629.333333333333,0,2,4,18:40:59,18,0.0,1.0
2015-02-04 18:42:00,22.39,27.5,0.0,632.0,0,2,4,18:42:00,18,0.0,1.0
2015-02-04 18:42:59,22.39,27.5,0.0,636.5,0,2,4,18:42:59,18,0.0,1.0
2015-02-04 18:43:59,22.39,27.5,0.0,627.5,0,2,4,18:43:59,18,0.0,1.0
2015-02-04 18:45:00,22.39,27.39,0.0,626.0,0,2,4,18:45:00,18,0.0,1.0
2015-02-04 18:46:00,22.39,27.5,0.0,625.5,0,2,4,18:46:00,18,0.0,1.0
2015-02-04 18:47:00,22.34,27.39,0.0,623.5,0,2,4,18:47:00,18,0.0,1.0
2015-02-04 18:48:00,22.39,27.463333333333303,0.0,624.666666666667,0,2,4,18:48:00,18,0.0,1.0
2015-02-04 18:49:00,22.39,27.39,0.0,622.0,0,2,4,18:49:00,18,0.0,1.0
2015-02-04 18:49:59,22.29,27.39,0.0,621.0,0,2,4,18:49:59,18,0.0,1.0
2015-02-04 18:51:00,22.34,27.39,0.0,626.5,0,2,4,18:51:00,18,0.0,1.0
2015-02-04 18:52:00,22.29,27.39,0.0,622.0,0,2,4,18:52:00,18,0.0,1.0
2015-02-04 18:53:00,22.39,27.39,0.0,620.0,0,2,4,18:53:00,18,0.0,1.0
2015-02-04 18:53:59,22.29,27.39,0.0,621.5,0,2,4,18:53:59,18,0.0,1.0
2015-02-04 18:55:00,22.29,27.356666666666698,0.0,616.333333333333,0,2,4,18:55:00,18,0.0,1.0
2015-02-04 18:55:59,22.29,27.34,0.0,609.0,0,2,4,18:55:59,18,0.0,1.0
2015-02-04 18:56:59,22.29,27.39,0.0,614.0,0,2,4,18:56:59,18,0.0,1.0
2015-02-04 18:58:00,22.29,27.34,0.0,613.5,0,2,4,18:58:00,18,0.0,1.0
2015-02-04 18:59:00,22.29,27.34,0.0,611.0,0,2,4,18:59:00,18,0.0,1.0
2015-02-04 19:00:00,22.29,27.39,0.0,612.0,0,2,4,19:00:00,19,0.0,1.0
2015-02-04 19:01:00,22.29,27.29,0.0,608.0,0,2,4,19:01:00,19,0.0,1.0
2015-02-04 19:01:59,22.29,27.29,0.0,605.5,0,2,4,19:01:59,19,0.0,1.0
2015-02-04 19:02:59,22.2675,27.315,0.0,608.5,0,2,4,19:02:59,19,0.0,1.0
